benchmark;chunk_length;cluster;block_size;grid_size;time_popc;time_pss1;time_pss2;time_proc;time_total;selectivity,throughput
bench8_cub_flagged;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.11754;0.21;590.309
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;0.847872;0.21;1474.28
bench1_base_variant;4096;1;1024;4096;0;0;0;0;5.21165;0.21;239.847
bench2_base_variant_skipping;4096;1;1024;4096;0;0;0;0;3.34797;0.21;373.361
bench3_3pass_streaming;4096;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.11973;0.21;1116.34
bench4_3pass_optimized_read_non_skipping_cub_pss;4096;1;1024;4096;0;-0.5;-0.5;0;1.19205;0.21;1048.62
bench5_3pass_optimized_read_skipping_partial_pss;4096;1;1024;4096;0;0;-0.5;0;0.952832;0.21;1311.88
bench6_3pass_optimized_read_skipping_two_phase_pss;4096;1;1024;4096;0;0;0;0;0.941056;0.21;1328.3
bench7_3pass_optimized_read_skipping_cub_pss;4096;1;1024;4096;0;-0.5;-0.5;0;0.841728;0.21;1485.04
bench8_cub_flagged;4096;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.11712;0.21;590.425
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;4096;1;1024;4096;0;-0.5;-0.5;0;0.851968;0.21;1467.19
bench1_base_variant;512;1;1024;4096;0;0;0;0;25.4582;0.25;49.1001
bench2_base_variant_skipping;512;1;1024;4096;0;0;0;0;24.9006;0.25;50.1996
bench3_3pass_streaming;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.27438;0.25;980.866
bench4_3pass_optimized_read_non_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;1.29898;0.25;962.297
bench5_3pass_optimized_read_skipping_partial_pss;512;1;1024;4096;0;0;-0.5;0;1.12998;0.25;1106.21
bench6_3pass_optimized_read_skipping_two_phase_pss;512;1;1024;4096;0;0;0;0;1.11091;0.25;1125.2
bench7_3pass_optimized_read_skipping_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.9856;0.25;1268.26
bench8_cub_flagged;512;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.19187;0.25;570.289
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;512;1;1024;4096;0;-0.5;-0.5;0;0.989184;0.25;1263.67
bench1_base_variant;1024;1;1024;4096;0;0;0;0;26.1478;0.25;47.8051
bench2_base_variant_skipping;1024;1;1024;4096;0;0;0;0;25.9036;0.25;48.2558
bench3_3pass_streaming;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.26003;0.25;992.038
bench4_3pass_optimized_read_non_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;1.29382;0.25;966.128
bench5_3pass_optimized_read_skipping_partial_pss;1024;1;1024;4096;0;0;-0.5;0;1.11155;0.25;1124.55
bench6_3pass_optimized_read_skipping_two_phase_pss;1024;1;1024;4096;0;0;0;0;1.09158;0.25;1145.12
bench7_3pass_optimized_read_skipping_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.977888;0.25;1278.27
bench8_cub_flagged;1024;1;1024;4096;-0.5;-0.5;-0.5;-0.5;2.1929;0.25;570.023
bench10_3pass_optimized_read_skipping_optimized_writeout_cub_pss;1024;1;1024;4096;0;-0.5;-0.5;0;0.983968;0.25;1270.37
bench1_base_variant;2048;1;1024;4096;0;0;0;0;20.2112;0.25;61.847
bench2_base_variant_skipping;2048;1;1024;4096;0;0;0;0;14.1179;0.25;88.5403
bench3_3pass_streaming;2048;1;1024;4096;-0.5;-0.5;-0.5;-0.5;1.24256;0.25;1005.99
bench4_3pass_optimized_read_non_skipping_cub_pss;2048;1;1024;4096;0;-0.5;-0.5;0;1.29483;0.25;965.376
bench5_3pass_optimized_read_skipping_partial_pss;2048;1;1024;4096;0;0;-0.5;0;1.08749;0.25;1149.44
